"lake","date","year","doy","depth","IrradianceWater_uEinst_m2_s","IrradianceDeck_uEinst_m2_s","water_over_deck","Percent_surface_irradiance"
"R",2022-05-30,2022,150,0,490,366,1.338797814,1
"R",2022-05-30,2022,150,0.25,420,362,1.160220994,0.8666140489
"R",2022-05-30,2022,150,0.5,313,400,0.7825,0.5844795918
"R",2022-05-30,2022,150,0.75,244,416,0.5865384615,0.4381083203
"R",2022-05-30,2022,150,1,201,478,0.4205020921,0.3140893177
"R",2022-05-30,2022,150,1.5,133,460,0.2891304348,0.2159627329
"R",2022-05-30,2022,150,2,90,473,0.1902748414,0.1421236571
"R",2022-05-30,2022,150,2.5,61.1,478,0.1278242678,0.09547690206
"R",2022-05-30,2022,150,3,39.2,472,0.08305084746,0.06203389831
"R",2022-05-30,2022,150,3.5,16.1,428,0.03761682243,0.02809746328
"R",2022-05-30,2022,150,4,9,415,0.02168674699,0.01619867224
"R",2022-05-30,2022,150,4.5,3.4,402,0.008457711443,0.006317392629
"L",2022-05-31,2022,151,0,1747,1500,1.164666667,1
"L",2022-05-31,2022,151,0.25,1475,1487,0.9919300605,0.851685799
"L",2022-05-31,2022,151,0.5,1270,1500,0.8466666667,0.7269605037
"L",2022-05-31,2022,151,0.75,1025,1511,0.6783587028,0.5824488004
"L",2022-05-31,2022,151,1,840,1513,0.5551883675,0.4766929314
"L",2022-05-31,2022,151,1.5,625,1609,0.3884400249,0.3335203419
"L",2022-05-31,2022,151,2,472,1594,0.2961104141,0.2542447745
"L",2022-05-31,2022,151,2.5,324,1598,0.2027534418,0.1740870994
"L",2022-05-31,2022,151,3,255,1512,0.1686507937,0.1448060621
"L",2022-05-31,2022,151,3.5,163,1597,0.1020663745,0.08763569644
"L",2022-05-31,2022,151,4,112,1590,0.07044025157,0.06048104027
"L",2022-05-31,2022,151,4.5,78,1614,0.04832713755,0.041494394
"L",2022-05-31,2022,151,5,59,1609,0.03666873835,0.03148432027
"L",2022-05-31,2022,151,5.5,38,1629,0.0233271946,0.02002907378
"L",2022-05-31,2022,151,6,26,1618,0.01606922126,0.01379727069
"L",2022-05-31,2022,151,6.5,10,1614,0.006195786865,0.005319794103
"T",2022-06-02,2022,153,0,1735,1518,1.142951252,1
"T",2022-06-02,2022,153,0.25,1376,1511,0.9106551952,0.7967576867
"T",2022-06-02,2022,153,0.5,847,1511,0.5605559232,0.490446047
"T",2022-06-02,2022,153,0.75,658.9,1490,0.4422147651,0.3869060596
"T",2022-06-02,2022,153,1,493.8,1511,0.3268034414,0.2859294663
"T",2022-06-02,2022,153,1.5,299.9,1482,0.2023616734,0.1770518849
"T",2022-06-02,2022,153,2,181.1,1438,0.1259388039,0.11018738
"T",2022-06-02,2022,153,2.5,111.8,1505,0.07428571429,0.064994648
"T",2022-06-02,2022,153,3,39.09,1508,0.02592175066,0.02267966427
"T",2022-06-02,2022,153,3.5,21.77,1530,0.01422875817,0.01244913827
"T",2022-06-02,2022,153,4,11.39,1535,0.00742019544,0.006492136414
"R",2022-06-06,2022,157,0,1621,1433,1.131193301,1
"R",2022-06-06,2022,157,0.25,517,583,0.8867924528,0.7839442226
"R",2022-06-06,2022,157,0.5,432,600,0.72,0.6364959901
"R",2022-06-06,2022,157,0.75,589,1075,0.5479069767,0.4843619356
"R",2022-06-06,2022,157,1,229,555,0.4126126126,0.3647587131
"R",2022-06-06,2022,157,1.5,112,445,0.2516853933,0.2224954772
"R",2022-06-06,2022,157,2,63.3,395,0.1602531646,0.1416673565
"R",2022-06-06,2022,157,2.5,42.5,372,0.1142473118,0.1009971609
"R",2022-06-06,2022,157,3,27.5,343.1,0.08015155931,0.07085575848
"R",2022-06-06,2022,157,3.5,14.8,333,0.04444444444,0.03928987593
"R",2022-06-06,2022,157,4,6.75,380,0.01776315789,0.01570302607
"R",2022-06-06,2022,157,4.5,4.4,464,0.009482758621,0.008382969219
"L",2022-06-07,2022,158,0,1827,1656,1.10326087,1
"L",2022-06-07,2022,158,0.25,1588,1644,0.9659367397,0.8755288675
"L",2022-06-07,2022,158,0.5,1148,1598,0.7183979975,0.6511587761
"L",2022-06-07,2022,158,0.75,961,1595,0.602507837,0.5461154779
"L",2022-06-07,2022,158,1,749,1630,0.4595092025,0.416500952
"L",2022-06-07,2022,158,1.5,533,1620,0.3290123457,0.2982180867
"L",2022-06-07,2022,158,2,349,1623,0.2150338879,0.1949075634
"L",2022-06-07,2022,158,2.5,244,1627,0.1499692686,0.1359327361
"L",2022-06-07,2022,158,3,182,1622,0.1122071517,0.1017050045
"L",2022-06-07,2022,158,3.5,128,1620,0.07901234568,0.0716171015
"L",2022-06-07,2022,158,4,90,1606,0.05603985056,0.05079474139
"L",2022-06-07,2022,158,4.5,57.6,1606,0.03586550436,0.03250863449
"L",2022-06-07,2022,158,5,40.3,1612,0.025,0.02266009852
"L",2022-06-07,2022,158,5.5,20,1604,0.01246882793,0.01130179477
"L",2022-06-07,2022,158,6,16.08,1644,0.009781021898,0.008865556794
"T",2022-06-08,2022,159,0,932.6,937.6,0.9946672355,1
"T",2022-06-08,2022,159,0.25,671.6,793.4,0.8464834888,0.8510217876
"T",2022-06-08,2022,159,0.5,465,724.3,0.6419991716,0.6454411573
"T",2022-06-08,2022,159,0.75,288.4,643.7,0.4480347988,0.4504368726
"T",2022-06-08,2022,159,1,203,610.6,0.3324598755,0.3342423111
"T",2022-06-08,2022,159,1.5,116.4,626,0.185942492,0.1869393958
"T",2022-06-08,2022,159,2,64.5,636.7,0.1013035967,0.1018467213
"T",2022-06-08,2022,159,2.5,34.49,637.6,0.05409347553,0.05438348988
"T",2022-06-08,2022,159,3,16.02,672.4,0.0238251041,0.02395283895
"T",2022-06-08,2022,159,3.5,6.787,711,0.009545710267,0.009596888212
"R",2022-06-13,2022,164,0,391.3,356.1,1.098848638,1
"R",2022-06-13,2022,164,0.25,245.8,255.7,0.9612827532,0.8748090683
"R",2022-06-13,2022,164,0.5,162.7,230.9,0.7046340407,0.6412475898
"R",2022-06-13,2022,164,0.75,117.7,223.2,0.5273297491,0.4798929815
"R",2022-06-13,2022,164,1,87.65,217.5,0.4029885057,0.366737048
"R",2022-06-13,2022,164,1.5,54.18,253.8,0.2134751773,0.1942716858
"R",2022-06-13,2022,164,2,34.55,231.2,0.1494377163,0.1359948141
"R",2022-06-13,2022,164,2.5,26.47,226.2,0.117020336,0.1064935897
"R",2022-06-13,2022,164,3,14.93,224,0.06665178571,0.06065602068
"R",2022-06-13,2022,164,3.5,11.46,223.9,0.05118356409,0.04657926699
"R",2022-06-13,2022,164,4,3.38,228.5,0.01479212254,0.01346147415
"R",2022-06-13,2022,164,4.5,1.074,213.9,0.005021037868,0.004569362599
"L",2022-06-14,2022,165,0,581,496,1.171370968,1
"L",2022-06-14,2022,165,0.25,712,695,1.024460432,0.8745823995
"L",2022-06-14,2022,165,0.5,611,663,0.9215686275,0.7867436131
"L",2022-06-14,2022,165,0.75,449,724,0.6201657459,0.5294358175
"L",2022-06-14,2022,165,1,392,659,0.5948406677,0.5078157851
"L",2022-06-14,2022,165,1.5,243,631,0.3851030111,0.3287626394
"L",2022-06-14,2022,165,2,145,538,0.2695167286,0.2300865704
"L",2022-06-14,2022,165,2.5,107,585,0.1829059829,0.1561469321
"L",2022-06-14,2022,165,3,74,519,0.1425818882,0.1217222316
"L",2022-06-14,2022,165,3.5,51,518,0.09845559846,0.08405159524
"L",2022-06-14,2022,165,4,40,568,0.07042253521,0.06011975467
"L",2022-06-14,2022,165,4.5,40,746,0.05361930295,0.04577482661
"L",2022-06-14,2022,165,5,31,815,0.03803680982,0.03247204418
"L",2022-06-14,2022,165,5.5,24,969,0.02476780186,0.02114428523
"L",2022-06-14,2022,165,6,16,1137,0.01407211961,0.01201337578
"L",2022-06-14,2022,165,6.5,7,721,0.009708737864,0.008288354528
"T",2022-06-15,2022,166,0,787,637,1.235478807,1
"T",2022-06-15,2022,166,0.25,638,679,0.9396170839,0.7605286944
"T",2022-06-15,2022,166,0.5,424,628,0.6751592357,0.5464757727
"T",2022-06-15,2022,166,0.75,337,725,0.4648275862,0.3762327477
"T",2022-06-15,2022,166,1,229,729,0.3141289438,0.2542568452
"T",2022-06-15,2022,166,1.5,121,716,0.1689944134,0.1367845506
"T",2022-06-15,2022,166,2,68,716,0.09497206704,0.07687065655
"T",2022-06-15,2022,166,2.5,40.4,730,0.05534246575,0.04479434649
"T",2022-06-15,2022,166,3,19.6,743,0.0263795424,0.02135167536
"T",2022-06-15,2022,166,3.5,6.9,740,0.009324324324,0.007547134174
"R",2022-06-20,2022,171,0,1969,1492,1.319705094,1
"R",2022-06-20,2022,171,0.25,1320,1428,0.9243697479,0.7004365992
"R",2022-06-20,2022,171,0.5,1026,1438,0.7134909597,0.5406442417
"R",2022-06-20,2022,171,0.75,804,1444,0.5567867036,0.4219023676
"R",2022-06-20,2022,171,1,620,1422,0.4360056259,0.330381104
"R",2022-06-20,2022,171,1.5,421,1444,0.2915512465,0.2209215134
"R",2022-06-20,2022,171,2,260,1445,0.1799307958,0.1363416696
"R",2022-06-20,2022,171,2.5,182,1442,0.1262135922,0.09563772454
"R",2022-06-20,2022,171,3,125,1448,0.08632596685,0.06541307392
"R",2022-06-20,2022,171,3.5,80,1444,0.05540166205,0.04198033508
"R",2022-06-20,2022,171,4,40,1443,0.02772002772,0.02100471374
"R",2022-06-20,2022,171,4.5,11.5,1442,0.007975034674,0.006043043034
"L",2022-06-21,2022,172,0,1408,1298,1.084745763,1
"L",2022-06-21,2022,172,0.25,1309,1327,0.986435569,0.9093702901
"L",2022-06-21,2022,172,0.5,1121,1358,0.8254786451,0.7609881259
"L",2022-06-21,2022,172,0.75,986,1351,0.7298297557,0.6728118061
"L",2022-06-21,2022,172,1,788,1389,0.5673146148,0.5229931605
"L",2022-06-21,2022,172,1.5,579,1358,0.4263622975,0.393052743
"L",2022-06-21,2022,172,2,401,1344,0.2983630952,0.2750534784
"L",2022-06-21,2022,172,2.5,279,1302,0.2142857143,0.1975446429
"L",2022-06-21,2022,172,3,218,1369,0.1592403214,0.1467996713
"L",2022-06-21,2022,172,3.5,151.1,1301,0.1161414297,0.1070678805
"L",2022-06-21,2022,172,4,114.2,1331,0.08580015026,0.07909701352
"L",2022-06-21,2022,172,4.5,80.72,1360,0.05935294118,0.05471599265
"L",2022-06-21,2022,172,5,56.48,1379,0.04095721537,0.03775743292
"L",2022-06-21,2022,172,5.5,38.86,1437,0.02704244955,0.02492975818
"L",2022-06-21,2022,172,6,27.63,1438,0.01921418637,0.01771307806
"L",2022-06-21,2022,172,6.5,11.47,1466,0.007824010914,0.007212760061
"T",2022-06-22,2022,173,0,2132,1864,1.143776824,1
"T",2022-06-22,2022,173,0.25,1611,1804,0.8930155211,0.7807602867
"T",2022-06-22,2022,173,0.5,1288,2010,0.6407960199,0.5602456759
"T",2022-06-22,2022,173,0.75,548.1,1308,0.4190366972,0.3663622907
"T",2022-06-22,2022,173,1,751.3,1932,0.3888716356,0.3399890848
"T",2022-06-22,2022,173,1.5,437.3,2097,0.2085360038,0.1823222848
"T",2022-06-22,2022,173,2,71.42,502.1,0.1422425812,0.1243621817
"T",2022-06-22,2022,173,2.5,19.48,341.6,0.05702576112,0.04985741967
"T",2022-06-22,2022,173,3,10.25,284.3,0.03605346465,0.03152141562
"T",2022-06-22,2022,173,3.5,27.56,1905,0.0144671916,0.01264861405
"T",2022-06-22,2022,173,4,19.48,1927,0.01010897769,0.008838243155
"R",2022-06-27,2022,178,0,1294,1032,1.253875969,1
"R",2022-06-27,2022,178,0.25,975,1050,0.9285714286,0.7405608302
"R",2022-06-27,2022,178,0.5,720,1068,0.6741573034,0.537658684
"R",2022-06-27,2022,178,0.75,526,952,0.5525210084,0.4406504487
"R",2022-06-27,2022,178,1,466,976,0.4774590164,0.3807864798
"R",2022-06-27,2022,178,1.5,277,1013,0.2734452122,0.2180799529
"R",2022-06-27,2022,178,2,166,1030,0.1611650485,0.1285334854
"R",2022-06-27,2022,178,2.5,100,1025,0.09756097561,0.07780751687
"R",2022-06-27,2022,178,3,78,1020,0.07647058824,0.06098736249
"R",2022-06-27,2022,178,3.5,48,1047,0.04584527221,0.0365628446
"R",2022-06-27,2022,178,4,26,1019,0.02551521099,0.0203490709
"R",2022-06-27,2022,178,4.5,5.7,982,0.005804480652,0.004629230319
"L",2022-06-27,2022,178,0,1910,1633,1.169626454,1
"L",2022-06-27,2022,178,0.25,1746,1631,1.07050889,0.9152570774
"L",2022-06-27,2022,178,0.5,1355,1655,0.8187311178,0.699993673
"L",2022-06-27,2022,178,0.75,1219,1649,0.7392359005,0.6320273432
"L",2022-06-27,2022,178,1,872,1697,0.513847967,0.4393265603
"L",2022-06-27,2022,178,1.5,654,1646,0.397326853,0.3397040581
"L",2022-06-27,2022,178,2,472,1642,0.287454324,0.245765922
"L",2022-06-27,2022,178,2.5,369,1647,0.2240437158,0.191551512
"L",2022-06-27,2022,178,3,270,1641,0.1645338208,0.1406721097
"L",2022-06-27,2022,178,3.5,208,1642,0.1266747868,0.1083036267
"L",2022-06-27,2022,178,4,144,1637,0.08796579108,0.07520844861
"L",2022-06-27,2022,178,4.5,110,1636,0.06723716381,0.05748601493
"L",2022-06-27,2022,178,5,70,1638,0.04273504274,0.03653734282
"L",2022-06-27,2022,178,5.5,49,1633,0.0300061237,0.02565445026
"L",2022-06-27,2022,178,6,34,1631,0.02084610668,0.0178228755
"L",2022-06-27,2022,178,6.5,17,1622,0.01048088779,0.008960884694
"T",2022-06-28,2022,179,0,467.4,439.3,1.063965399,1
"T",2022-06-28,2022,179,0.25,425.9,439.6,0.9688353048,0.9105891087
"T",2022-06-28,2022,179,0.5,1052,1776,0.5923423423,0.5567308322
"T",2022-06-28,2022,179,0.75,772.2,1770,0.4362711864,0.4100426449
"T",2022-06-28,2022,179,1,548.2,1636,0.3350855746,0.3149402929
"T",2022-06-28,2022,179,1.5,371.6,1515,0.2452805281,0.2305343089
"T",2022-06-28,2022,179,2,122.3,1014,0.1206114398,0.1133603028
"T",2022-06-28,2022,179,2.5,111.9,1920,0.05828125,0.05477739222
"T",2022-06-28,2022,179,3,21.85,904.86,0.02414738192,0.02269564586
"T",2022-06-28,2022,179,3.5,25.31,1696,0.01492334906,0.01402616012
"T",2022-06-28,2022,179,4,14.92,1924,0.007754677755,0.007288467988
"R",2022-07-05,2022,186,0,303,255,1.188235294,1
"R",2022-07-05,2022,186,0.25,270,252,1.071428571,0.9016973126
"R",2022-07-05,2022,186,0.5,187,232,0.8060344828,0.6783458518
"R",2022-07-05,2022,186,0.75,143,254,0.562992126,0.4738052545
"R",2022-07-05,2022,186,1,107,246,0.4349593496,0.3660548982
"R",2022-07-05,2022,186,1.5,71,271,0.2619926199,0.2204888386
"R",2022-07-05,2022,186,2,50,296,0.1689189189,0.1421594862
"R",2022-07-05,2022,186,2.5,29,258,0.1124031008,0.09459666897
"R",2022-07-05,2022,186,3,20.7,235,0.08808510638,0.07413103012
"R",2022-07-05,2022,186,3.5,11.5,225,0.05111111111,0.04301430143
"R",2022-07-05,2022,186,4,8.1,240,0.03375,0.02840346535
"R",2022-07-05,2022,186,4.5,4.5,266,0.01691729323,0.01423732599
"R",2022-07-05,2022,186,5,3.4,263,0.01292775665,0.0108797952
"R",2022-07-05,2022,186,5.5,1.1,219,0.00502283105,0.004227135042
"L",2022-07-05,2022,186,0,585,513,1.140350877,1
"L",2022-07-05,2022,186,0.25,535,508,1.053149606,0.9235311932
"L",2022-07-05,2022,186,0.5,446,533,0.8367729831,0.733785539
"L",2022-07-05,2022,186,0.75,360,550,0.6545454545,0.573986014
"L",2022-07-05,2022,186,1,318,628,0.5063694268,0.4440470358
"L",2022-07-05,2022,186,1.5,205,618,0.3317152104,0.2908887229
"L",2022-07-05,2022,186,2,129,580,0.2224137931,0.1950397878
"L",2022-07-05,2022,186,2.5,92.3,560,0.1648214286,0.1445357143
"L",2022-07-05,2022,186,3,72,561,0.128342246,0.1125462773
"L",2022-07-05,2022,186,3.5,60,522,0.1149425287,0.100795756
"L",2022-07-05,2022,186,4,170,2916,0.05829903978,0.05112377335
"L",2022-07-05,2022,186,4.5,105,1991,0.05273731793,0.04624657111
"L",2022-07-05,2022,186,5,85,2113,0.04022716517,0.03527612946
"L",2022-07-05,2022,186,5.5,56,2059,0.02719766877,0.02385026338
"L",2022-07-05,2022,186,6,34.6,2050,0.01687804878,0.01480075047
"L",2022-07-05,2022,186,6.5,19.6,2041,0.009603135718,0.008421211322
"T",2022-07-06,2022,187,0,1519,1386,1.095959596,1
"T",2022-07-06,2022,187,0.25,1365,1512,0.9027777778,0.8237327189
"T",2022-07-06,2022,187,0.5,322,602.4,0.5345285525,0.4877265133
"T",2022-07-06,2022,187,0.75,275.8,729.6,0.3780153509,0.3449172326
"T",2022-07-06,2022,187,1,476.7,1474,0.3234056988,0.2950890708
"T",2022-07-06,2022,187,1.5,113.1,679.9,0.1663479924,0.1517829608
"T",2022-07-06,2022,187,2,70.38,713.5,0.09864050456,0.09000377835
"T",2022-07-06,2022,187,2.5,35.9,722.6,0.04968170495,0.04533169392
"T",2022-07-06,2022,187,3,18.45,718.6,0.02567492346,0.02342688869
"T",2022-07-06,2022,187,3.5,11.52,1058,0.01088846881,0.009935100572
"R",2022-07-11,2022,192,0,1522,1201,1.267277269,1
"R",2022-07-11,2022,192,0.25,1136,1210,0.9388429752,0.7408346999
"R",2022-07-11,2022,192,0.5,814,1211,0.6721717589,0.5304062302
"R",2022-07-11,2022,192,0.75,661,1200,0.5508333333,0.4346588918
"R",2022-07-11,2022,192,1,480,1186,0.4047217538,0.3193632236
"R",2022-07-11,2022,192,1.5,284,1205,0.2356846473,0.1859771757
"R",2022-07-11,2022,192,2,185,1197,0.1545530493,0.1219567754
"R",2022-07-11,2022,192,2.5,114,1171,0.09735269001,0.07682035526
"R",2022-07-11,2022,192,3,75,1179,0.06361323155,0.0501967747
"R",2022-07-11,2022,192,3.5,47,1166,0.04030874786,0.0318073628
"R",2022-07-11,2022,192,4,31,1167,0.0265638389,0.02096134726
"R",2022-07-11,2022,192,4.5,11,1219,0.009023789992,0.007120612208
"L",2022-07-12,2022,193,0,217,209,1.038277512,1
"L",2022-07-12,2022,193,0.25,176,219,0.803652968,0.7740252088
"L",2022-07-12,2022,193,0.5,167,241,0.6929460581,0.6673996596
"L",2022-07-12,2022,193,0.75,139,262,0.5305343511,0.5109754811
"L",2022-07-12,2022,193,1,165,384,0.4296875,0.4138464862
"L",2022-07-12,2022,193,1.5,110,399,0.2756892231,0.2655255651
"L",2022-07-12,2022,193,2,75,407,0.1842751843,0.1774816291
"L",2022-07-12,2022,193,2.5,58,420,0.1380952381,0.1330041694
"L",2022-07-12,2022,193,3,45,433,0.103926097,0.1000947201
"L",2022-07-12,2022,193,3.5,34,459,0.07407407407,0.07134323263
"L",2022-07-12,2022,193,4,31,512,0.060546875,0.05831473214
"L",2022-07-12,2022,193,4.5,23,542,0.04243542435,0.04087098475
"L",2022-07-12,2022,193,5,17,522,0.03256704981,0.03136642124
"L",2022-07-12,2022,193,5.5,5.8,438,0.01324200913,0.01275382446
"L",2022-07-12,2022,193,6,3.4,361,0.009418282548,0.009071064759
"T",2022-07-13,2022,194,0,1737,1470,1.181632653,1
"T",2022-07-13,2022,194,0.25,1343,1473,0.9117447386,0.7715974472
"T",2022-07-13,2022,194,0.5,929,1463,0.6349965824,0.537389163
"T",2022-07-13,2022,194,0.75,721,1455,0.495532646,0.4193626884
"T",2022-07-13,2022,194,1,544,1474,0.369063772,0.3123337622
"T",2022-07-13,2022,194,1.5,312,1480,0.2108108108,0.1784063857
"T",2022-07-13,2022,194,2,188,1474,0.1275440977,0.1079388737
"T",2022-07-13,2022,194,2.5,92,1468,0.06267029973,0.05303704122
"T",2022-07-13,2022,194,3,47,1472,0.03192934783,0.02702138244
"T",2022-07-13,2022,194,3.5,23,1470,0.0156462585,0.0132412205
"T",2022-07-13,2022,194,4,9.18,1465,0.006266211604,0.005303011548
"R",2022-07-18,2022,199,0,260,231,1.125541126,1
"R",2022-07-18,2022,199,0.25,207,235,0.8808510638,0.7826022913
"R",2022-07-18,2022,199,0.5,159,242,0.6570247934,0.5837412587
"R",2022-07-18,2022,199,0.75,129,265,0.4867924528,0.4324963716
"R",2022-07-18,2022,199,1,162,416,0.3894230769,0.345987426
"R",2022-07-18,2022,199,1.5,158,651,0.242703533,0.2156327543
"R",2022-07-18,2022,199,2,92,647,0.142194745,0.1263345619
"R",2022-07-18,2022,199,2.5,56,651,0.08602150538,0.07642679901
"R",2022-07-18,2022,199,3,40,657,0.06088280061,0.05409202669
"R",2022-07-18,2022,199,3.5,26,647,0.04018547141,0.03570324575
"R",2022-07-18,2022,199,4,12,645,0.01860465116,0.01652951699
"R",2022-07-18,2022,199,4.5,3,621,0.004830917874,0.004292084727
"L",2022-07-19,2022,200,0,168,165,1.018181818,1
"L",2022-07-19,2022,200,0.25,185,199,0.9296482412,0.9130473798
"L",2022-07-19,2022,200,0.5,128,192,0.6666666667,0.6547619048
"L",2022-07-19,2022,200,0.75,100,197,0.5076142132,0.4985496737
"L",2022-07-19,2022,200,1,81,200,0.405,0.3977678571
"L",2022-07-19,2022,200,1.5,54,198,0.2727272727,0.2678571429
"L",2022-07-19,2022,200,2,39,201,0.1940298507,0.190565032
"L",2022-07-19,2022,200,2.5,26,200,0.13,0.1276785714
"L",2022-07-19,2022,200,3,21,197,0.1065989848,0.1046954315
"L",2022-07-19,2022,200,3.5,12,196,0.0612244898,0.06013119534
"L",2022-07-19,2022,200,4,9,200,0.045,0.04419642857
"L",2022-07-19,2022,200,4.5,8,221,0.03619909502,0.03555268261
"L",2022-07-19,2022,200,5,5.7,229,0.02489082969,0.02444635059
"L",2022-07-19,2022,200,5.5,2.3,238,0.009663865546,0.009491296519
"T",2022-07-20,2022,201,0,264,208,1.269230769,1
"T",2022-07-20,2022,201,0.25,217,207,1.048309179,0.8259405651
"T",2022-07-20,2022,201,0.5,192,248,0.7741935484,0.6099706745
"T",2022-07-20,2022,201,0.75,125,217,0.5760368664,0.453847228
"T",2022-07-20,2022,201,1,84,191,0.4397905759,0.3465016659
"T",2022-07-20,2022,201,1.5,45,179,0.251396648,0.1980700863
"T",2022-07-20,2022,201,2,26,173,0.1502890173,0.1184095288
"T",2022-07-20,2022,201,2.5,12,174,0.06896551724,0.05433646813
"T",2022-07-20,2022,201,3,6.9,182,0.03791208791,0.02987012987
"T",2022-07-20,2022,201,3.5,3.4,189,0.01798941799,0.01417348084
"T",2022-07-20,2022,201,4,2.3,194,0.0118556701,0.00934083099
"R",2022-07-25,2022,206,0,382,287,1.331010453,1
"R",2022-07-25,2022,206,0.25,263,294,0.8945578231,0.6720892545
"R",2022-07-25,2022,206,0.5,197,294,0.6700680272,0.5034280728
"R",2022-07-25,2022,206,0.75,158,288,0.5486111111,0.4121764107
"R",2022-07-25,2022,206,1,130,300,0.4333333333,0.3255671902
"R",2022-07-25,2022,206,1.5,81,312,0.2596153846,0.1950513492
"R",2022-07-25,2022,206,2,55,326,0.1687116564,0.1267545691
"R",2022-07-25,2022,206,2.5,40,331,0.1208459215,0.09079261638
"R",2022-07-25,2022,206,3,27,354,0.07627118644,0.05730322123
"R",2022-07-25,2022,206,3.5,95,1616,0.05878712871,0.04416729304
"R",2022-07-25,2022,206,4,59,1612,0.03660049628,0.02749827862
"R",2022-07-25,2022,206,4.5,25,1593,0.01569365976,0.01179078626
"R",2022-07-25,2022,206,5,8,1587,0.005040957782,0.003787316449
"L",2022-07-26,2022,207,0,1120,924,1.212121212,1
"L",2022-07-26,2022,207,0.25,959,924,1.037878788,0.85625
"L",2022-07-26,2022,207,0.5,694,907,0.7651598677,0.6312568908
"L",2022-07-26,2022,207,0.75,554,881,0.628830874,0.5187854711
"L",2022-07-26,2022,207,1,446,888,0.5022522523,0.4143581081
"L",2022-07-26,2022,207,1.5,274,887,0.3089064262,0.2548478016
"L",2022-07-26,2022,207,2,174,878,0.1981776765,0.1634965831
"L",2022-07-26,2022,207,2.5,111,903,0.122923588,0.1014119601
"L",2022-07-26,2022,207,3,73.8,901,0.08190899001,0.06757491676
"L",2022-07-26,2022,207,3.5,54.2,901,0.06015538291,0.0496281909
"L",2022-07-26,2022,207,4,36.9,900,0.041,0.033825
"L",2022-07-26,2022,207,4.5,23,912,0.02521929825,0.02080592105
"L",2022-07-26,2022,207,5,16.1,905,0.01779005525,0.01467679558
"L",2022-07-26,2022,207,5.5,9.2,907,0.01014332966,0.008368246968
"T",2022-07-27,2022,208,0,1189,958,1.241127349,1
"T",2022-07-27,2022,208,0.25,818,915,0.893989071,0.7203040623
"T",2022-07-27,2022,208,0.5,547,886,0.6173814898,0.4974360532
"T",2022-07-27,2022,208,0.75,371,891,0.4163860831,0.3354902166
"T",2022-07-27,2022,208,1,286,887,0.3224351747,0.2597921761
"T",2022-07-27,2022,208,1.5,157,885,0.1774011299,0.1429354773
"T",2022-07-27,2022,208,2,88,888,0.0990990991,0.07984603611
"T",2022-07-27,2022,208,2.5,46,892,0.05156950673,0.04155053612
"T",2022-07-27,2022,208,3,22,897,0.02452619844,0.01976122633
"T",2022-07-27,2022,208,3.5,8,912,0.008771929825,0.00706771133
"R",2022-08-01,2022,213,0,107,88,1.215909091,1
"R",2022-08-01,2022,213,0.25,69,78,0.8846153846,0.7275341481
"R",2022-08-01,2022,213,0.5,53,90.7,0.5843439912,0.4805819741
"R",2022-08-01,2022,213,0.75,38,92,0.4130434783,0.3396993092
"R",2022-08-01,2022,213,1,31,88,0.3522727273,0.2897196262
"R",2022-08-01,2022,213,1.5,18.5,85,0.2176470588,0.1789994502
