"lake","date","year","doy","depth","IrradianceWater_uEinst_m2_s","IrradianceDeck_uEinst_m2_s","water_over_deck","Percent_surface_irradiance"
"R",2024-06-17,2024,169,3.5,3.4,156,0.021794872,0.020413507
"R",2024-06-17,2024,169,4,1.1,161,0.006832298,0.006399265
"L",2024-06-18,2024,170,0,1593,1287,1.237762238,1
"L",2024-06-18,2024,170,0.25,1305,1291,1.010844307,0.816670824
"L",2024-06-18,2024,170,0.5,1013,1357,0.746499632,0.603104222
"L",2024-06-18,2024,170,0.75,911,1314,0.693302892,0.560126065
"L",2024-06-18,2024,170,1,761,1309,0.581359817,0.46968618
"L",2024-06-18,2024,170,1.5,574,1393,0.412060302,0.332907475
"L",2024-06-18,2024,170,2,424,1219,0.347826087,0.281012036
"L",2024-06-18,2024,170,2.5,293,1194,0.245393635,0.198255874
"L",2024-06-18,2024,170,3,218,1320,0.165151515,0.133427495
"L",2024-06-18,2024,170,3.5,156,1301,0.119907763,0.096874634
"L",2024-06-18,2024,170,4,122,1316,0.092705167,0.074897395
"L",2024-06-18,2024,170,4.5,92,1302,0.070660522,0.057087315
"L",2024-06-18,2024,170,5,70,1326,0.052790347,0.042649828
"L",2024-06-18,2024,170,5.5,47,1313,0.035795887,0.028919841
"L",2024-06-18,2024,170,6,35,1262,0.027733756,0.022406368
"L",2024-06-18,2024,170,6.5,21,1309,0.016042781,0.012961117
"L",2024-06-18,2024,170,7,9,1302,0.006912442,0.005584629
"T",2024-06-19,2024,171,0,256,157,1.630573248,1
"T",2024-06-19,2024,171,0.25,171,112,1.526785714,0.936349051
"T",2024-06-19,2024,171,0.5,91,120,0.758333333,0.465071615
"T",2024-06-19,2024,171,0.75,94,208,0.451923077,0.27715595
"T",2024-06-19,2024,171,1,63,183,0.344262295,0.211129611
"T",2024-06-19,2024,171,1.5,33,169,0.195266272,0.119753143
"T",2024-06-19,2024,171,2,16,165,0.096969697,0.059469697
"T",2024-06-19,2024,171,2.5,6,170,0.035294118,0.021645221
"T",2024-06-19,2024,171,3,2.25,152,0.014802632,0.009078176
"T",2024-06-19,2024,171,3.5,1.09,166,0.006566265,0.004026967
"R",2024-06-24,2024,176,0,1612,1449,1.112491373,1
"R",2024-06-24,2024,176,0.25,1046,1475,0.709152542,0.63744543
"R",2024-06-24,2024,176,0.5,711,1474,0.482360923,0.433586214
"R",2024-06-24,2024,176,0.75,532,1389,0.383009359,0.344280745
"R",2024-06-24,2024,176,1,324,1337,0.242333583,0.217829629
"R",2024-06-24,2024,176,1.5,183,1386,0.132034632,0.118683736
"R",2024-06-24,2024,176,2,102,1381,0.073859522,0.066391096
"R",2024-06-24,2024,176,2.5,58,1362,0.042584435,0.03827844
"R",2024-06-24,2024,176,3,39,1422,0.02742616,0.02465292
"R",2024-06-24,2024,176,3.5,25,1417,0.017642908,0.015858916
"R",2024-06-24,2024,176,4,15,1412,0.010623229,0.009549044
"R",2024-06-24,2024,176,4.5,10,1392,0.007183908,0.006457496
"R",2024-06-24,2024,176,5,5.67,1344,0.00421875,0.003792164
"L",2024-06-25,2024,177,0,1800,1492,1.206434316,1
"L",2024-06-25,2024,177,0.25,1926,1384,1.391618497,1.15349711
"L",2024-06-25,2024,177,0.5,1117,1441,0.775156142,0.642518313
"L",2024-06-25,2024,177,0.75,995,1527,0.651604453,0.540107691
"L",2024-06-25,2024,177,1,819,1291,0.634391944,0.525840434
"L",2024-06-25,2024,177,1.5,573,1262,0.454041204,0.376349709
"L",2024-06-25,2024,177,2,404,1312,0.307926829,0.255237127
"L",2024-06-25,2024,177,2.5,269,1256,0.214171975,0.17752477
"L",2024-06-25,2024,177,3,196,1301,0.150653344,0.124874883
"L",2024-06-25,2024,177,3.5,154,1314,0.117199391,0.097145273
"L",2024-06-25,2024,177,4,118,1368,0.08625731,0.071497726
"L",2024-06-25,2024,177,4.5,89,1398,0.063662375,0.052769035
"L",2024-06-25,2024,177,5,65,1332,0.048798799,0.040448782
"L",2024-06-25,2024,177,5.5,46,1336,0.034431138,0.028539587
"L",2024-06-25,2024,177,6,32,1305,0.024521073,0.020325245
"L",2024-06-25,2024,177,6.5,19,1314,0.014459665,0.011985456
"L",2024-06-25,2024,177,7,9,1303,0.006907137,0.005725249
"T",2024-06-26,2024,178,0,1547,1284,1.20482866,1
"T",2024-06-26,2024,178,0.25,1024,1217,0.841413311,0.698367609
"T",2024-06-26,2024,178,0.5,721,1218,0.591954023,0.491318013
"T",2024-06-26,2024,178,0.75,517,1306,0.395865237,0.328565588
"T",2024-06-26,2024,178,1,415,1373,0.30225783,0.250872045
"T",2024-06-26,2024,178,1.5,70,485,0.144329897,0.119792881
"T",2024-06-26,2024,178,2,126,1473,0.085539715,0.07099741
"T",2024-06-26,2024,178,2.5,57,1411,0.040396882,0.033529151
"T",2024-06-26,2024,178,3,19,905,0.020994475,0.017425279
"T",2024-06-26,2024,178,3.5,3,362,0.008287293,0.006878399
"R",2024-07-01,2024,183,0,1511,1250,1.2088,1
"R",2024-07-01,2024,183,0.25,1020,1273,0.801256874,0.662853138
"R",2024-07-01,2024,183,0.5,647,1271,0.509047994,0.421118459
"R",2024-07-01,2024,183,0.75,484,1265,0.382608696,0.316519437
"R",2024-07-01,2024,183,1,308,1227,0.251018745,0.207659451
"R",2024-07-01,2024,183,1.5,175,1198,0.146076795,0.120844469
"R",2024-07-01,2024,183,2,96,1202,0.079866889,0.066071218
"R",2024-07-01,2024,183,2.5,48,1206,0.039800995,0.032926038
"R",2024-07-01,2024,183,3,29,1227,0.023634882,0.019552351
"R",2024-07-01,2024,183,3.5,20,1212,0.01650165,0.013651266
"R",2024-07-01,2024,183,4,13,1216,0.010690789,0.008844134
"L",2024-07-02,2024,184,0,190,122,1.557377049,1.000000032
"L",2024-07-02,2024,184,0.25,137,124,1.10483871,0.709422773
"L",2024-07-02,2024,184,0.5,117,112,1.044642857,0.670770698
"L",2024-07-02,2024,184,0.75,110,170,0.647058824,0.415479889
"L",2024-07-02,2024,184,1,100,141,0.709219858,0.455393818
"L",2024-07-02,2024,184,1.5,63,121,0.520661157,0.33431928
"L",2024-07-02,2024,184,2,43,120,0.358333333,0.230087727
"L",2024-07-02,2024,184,2.5,28,93,0.301075269,0.193322021
"L",2024-07-02,2024,184,3,22,107,0.205607477,0.132021647
"L",2024-07-02,2024,184,3.5,21,132,0.159090909,0.102153113
"L",2024-07-02,2024,184,4,11,87,0.126436782,0.081185725
"L",2024-07-02,2024,184,4.5,9,106,0.08490566,0.054518373
"L",2024-07-02,2024,184,5,7,92,0.076086957,0.048855837
"L",2024-07-02,2024,184,5.5,3.45,85,0.040588235,0.02606192
"L",2024-07-02,2024,184,6,1.14,72,0.015833333,0.010166667
"L",2024-07-02,2024,184,6.5,1.14,81,0.014074074,0.009037037
"L",2024-07-02,2024,184,7,-0.013,91,-0.000142857,-9.17e-05
"T",2024-07-03,2024,185,0,1708,1484,1.151,1
"T",2024-07-03,2024,185,0.25,1227,1474,0.832,0.722849696
"T",2024-07-03,2024,185,0.5,199,339,0.587,0.509991312
"T",2024-07-03,2024,185,0.75,121,290,0.417,0.362293658
"T",2024-07-03,2024,185,1,66,203,0.325,0.282363162
"T",2024-07-03,2024,185,1.5,208,1216,0.171,0.148566464
"T",2024-07-03,2024,185,2,100,1254,0.0797,0.069244136
"T",2024-07-03,2024,185,2.5,48,1246,0.038,0.03301477
"T",2024-07-03,2024,185,3,21,1258,0.1067,0.092701998
"T",2024-07-03,2024,185,3.5,12,1272,0.001,0.00086881
"R",2024-07-08,2024,190,0,270,263,1.02661597,1
"R",2024-07-08,2024,190,0.25,159,265,0.6,0.584444444
"R",2024-07-08,2024,190,0.5,106,265,0.4,0.38962963
"R",2024-07-08,2024,190,0.75,73,264,0.276515152,0.26934624
"R",2024-07-08,2024,190,1,68,261,0.260536398,0.253781751
"R",2024-07-08,2024,190,1.5,31,261,0.118773946,0.115694622
"R",2024-07-08,2024,190,2,16,261,0.061302682,0.059713353
"R",2024-07-08,2024,190,2.5,8,260,0.030769231,0.02997151
"R",2024-07-08,2024,190,3,5,262,0.019083969,0.0185892
"R",2024-07-08,2024,190,3.5,3,263,0.011406844,0.011111111
"R",2024-07-08,2024,190,4,2,232,0.00862069,0.00839719
"L",2024-07-09,2024,191,0,1337,1093,1.223238792,1
"L",2024-07-09,2024,191,0.25,1106,1096,1.009124088,0.824960829
"L",2024-07-09,2024,191,0.5,903,1099,0.821656051,0.671705358
"L",2024-07-09,2024,191,0.75,742,1107,0.670280036,0.547955183
"L",2024-07-09,2024,191,1,646,1088,0.59375,0.485391735
"L",2024-07-09,2024,191,1.5,437,1078,0.405380334,0.331399181
"L",2024-07-09,2024,191,2,309,1100,0.280909091,0.229643707
"L",2024-07-09,2024,191,2.5,210,1097,0.191431176,0.156495344
"L",2024-07-09,2024,191,3,153,1086,0.140883978,0.115172915
"L",2024-07-09,2024,191,3.5,114,1090,0.104587156,0.085500196
"L",2024-07-09,2024,191,4,86,1093,0.078682525,0.064323111
"L",2024-07-09,2024,191,4.5,63,1116,0.056451613,0.046149299
"L",2024-07-09,2024,191,5,46,1108,0.041516245,0.033939608
"L",2024-07-09,2024,191,5.5,32,1114,0.028725314,0.023482998
"L",2024-07-09,2024,191,6,24,1116,0.021505376,0.017580685
"L",2024-07-09,2024,191,6.5,15,1107,0.013550136,0.011077261
"L",2024-07-09,2024,191,7,5.7,1113,0.005121294,0.004186667
"T",2024-07-10,2024,192,0,1360,1265,1.075098814,1
"T",2024-07-10,2024,192,0.25,971,1265,0.767588933,0.713970588
"T",2024-07-10,2024,192,0.5,657,1265,0.519367589,0.483088235
"T",2024-07-10,2024,192,0.75,451,1285,0.350972763,0.326456283
"T",2024-07-10,2024,192,1,349,1256,0.277866242,0.258456468
"T",2024-07-10,2024,192,1.5,188,1174,0.160136286,0.148950296
"T",2024-07-10,2024,192,2,93,1190,0.078151261,0.072692165
"T",2024-07-10,2024,192,2.5,41,1233,0.03325223,0.030929464
"T",2024-07-10,2024,192,3,21,1206,0.017412935,0.016196591
"T",2024-07-10,2024,192,3.5,10,1248,0.008012821,0.007453101
"R",2024-07-15,2024,197,0,443,415,1.06746988,1
"R",2024-07-15,2024,197,0.25,285,394,0.723350254,0.677630599
"R",2024-07-15,2024,197,0.5,244,514,0.474708171,0.444704043
"R",2024-07-15,2024,197,0.75,189,551,0.343012704,0.321332443
"R",2024-07-15,2024,197,1,139,620,0.224193548,0.210023302
"R",2024-07-15,2024,197,1.5,63.42,593,0.106947723,0.100188048
"R",2024-07-15,2024,197,2,33.41,593,0.056340641,0.052779607
"R",2024-07-15,2024,197,2.5,18.4,592,0.031081081,0.029116588
"R",2024-07-15,2024,197,3,13.79,726,0.01899449,0.017793936
"R",2024-07-15,2024,197,3.5,3.355,527,0.006366224,0.005963844
"R",2024-07-15,2024,197,4,1.091,461,0.002366594,0.002217013
"L",2024-07-16,2024,198,0,1355,1108,1.222924188,1
"L",2024-07-16,2024,198,0.25,1277,1132,1.128091873,0.922454461
"L",2024-07-16,2024,198,0.5,996,1144,0.870629371,0.711924238
"L",2024-07-16,2024,198,0.75,837,1158,0.722797927,0.591040667
"L",2024-07-16,2024,198,1,723,1162,0.622203098,0.50878305
"L",2024-07-16,2024,198,1.5,515,1094,0.470749543,0.384937634
"L",2024-07-16,2024,198,2,357,1152,0.309895833,0.253405597
"L",2024-07-16,2024,198,2.5,260,1143,0.227471566,0.18600627
"L",2024-07-16,2024,198,3,190,1142,0.166374781,0.136046684
"L",2024-07-16,2024,198,3.5,141,1129,0.124889283,0.102123487
"L",2024-07-16,2024,198,4,111,1021,0.108716944,0.088899169
"L",2024-07-16,2024,198,4.5,79.53,1163,0.068383491,0.055918013
"L",2024-07-16,2024,198,5,85.42,1513,0.056457369,0.046165878
"L",2024-07-16,2024,198,5.5,64.64,1470,0.043972789,0.035957085
"L",2024-07-16,2024,198,6,12.7,397,0.031989924,0.026158551
"L",2024-07-16,2024,198,6.5,5.67,247,0.022955466,0.018770964
"L",2024-07-16,2024,198,7,2.3,262,0.008778626,0.007178389
"T",2024-07-17,2024,199,0,437,344,1.270348837,1
"T",2024-07-17,2024,199,0.25,182,275,0.661818182,0.52097358
"T",2024-07-17,2024,199,0.5,115,243,0.473251029,0.372536279
"T",2024-07-17,2024,199,0.75,80,230,0.347826087,0.273803602
"T",2024-07-17,2024,199,1,76,313,0.242811502,0.191137658
"T",2024-07-17,2024,199,1.5,54,302,0.178807947,0.140754997
"T",2024-07-17,2024,199,2,31,342,0.090643275,0.071353058
"T",2024-07-17,2024,199,2.5,12,280,0.042857143,0.033736515
"T",2024-07-17,2024,199,3,6.8,254,0.026771654,0.021074254
"T",2024-07-17,2024,199,3.5,2.3,190,0.012105263,0.009529086
"T",2024-07-17,2024,199,4,1.13,166,0.006807229,0.005358551
"R",2024-07-22,2024,204,0,1254,904,1.387168142,1
"R",2024-07-22,2024,204,0.25,734,934,0.785867238,0.566526302
"R",2024-07-22,2024,204,0.5,424,922,0.459869848,0.33151702
"R",2024-07-22,2024,204,0.75,290,914,0.317286652,0.228729772
"R",2024-07-22,2024,204,1,188,868,0.216589862,0.156138146
"R",2024-07-22,2024,204,1.5,77.3,868,0.0890553,0.064199355
"R",2024-07-22,2024,204,2,36.9,861,0.042857143,0.03089542
"R",2024-07-22,2024,204,2.5,21.89,881,0.024846765,0.017911863
"R",2024-07-22,2024,204,3,12.86,877,0.014663626,0.010570907
"R",2024-07-22,2024,204,3.5,5.731,873,0.006564719,0.004732461
"L",2024-07-23,2024,205,0,244,245,0.995918367,1
"L",2024-07-23,2024,205,0.25,189,240,0.7875,0.790727459
"L",2024-07-23,2024,205,0.5,142,239,0.594142259,0.596577269
"L",2024-07-23,2024,205,0.75,120,164,0.731707317,0.734706118
"L",2024-07-23,2024,205,1,99,162,0.611111111,0.613615665
"L",2024-07-23,2024,205,1.5,72,169,0.426035503,0.42778155
"L",2024-07-23,2024,205,2,58,176,0.329545455,0.330896051
"L",2024-07-23,2024,205,2.5,47,180,0.261111111,0.262181239
"L",2024-07-23,2024,205,3,39,180,0.216666667,0.217554645
"L",2024-07-23,2024,205,3.5,28,187,0.14973262,0.150346279
"L",2024-07-23,2024,205,4,24,197,0.121827411,0.122326704
"L",2024-07-23,2024,205,4.5,22,204,0.107843137,0.108285117
"L",2024-07-23,2024,205,5,16,211,0.075829384,0.07614016
"L",2024-07-23,2024,205,5.5,12,213,0.056338028,0.056568922
"L",2024-07-23,2024,205,6,9,220,0.040909091,0.041076751
"L",2024-07-23,2024,205,6.5,7,223,0.031390135,0.031518783
"L",2024-07-23,2024,205,7,2.3,216,0.010648148,0.010691788
"L",2024-07-23,2024,205,8,1.1,219,0.005022831,0.005043416
"T",2024-07-24,2024,206,0,548,415,1.320481928,1
"T",2024-07-24,2024,206,0.25,1093,1364,0.801319648,0.606838785
"T",2024-07-24,2024,206,0.5,697,1353,0.515151515,0.390123866
"T",2024-07-24,2024,206,0.75,520,1360,0.382352941,0.289555603
"T",2024-07-24,2024,206,1,122,489,0.249488753,0.18893765
"T",2024-07-24,2024,206,1.5,67,449,0.14922049,0.113004568
"T",2024-07-24,2024,206,2,41,535,0.076635514,0.058036019
"T",2024-07-24,2024,206,2.5,38,1265,0.030039526,0.022748911
"T",2024-07-24,2024,206,3,18,1446,0.012448133,0.009426962
"T",2024-07-24,2024,206,3.5,10,1514,0.00660502,0.005001977
"T",2024-07-24,2024,206,4,2.2,1597,0.001377583,0.001043243
"T",2024-07-24,2024,206,4.5,1.1,1595,0.000689655,0.000522275
"R",2024-07-29,2024,211,0,843,698,1.20773639,1
"R",2024-07-29,2024,211,0.25,600,765,0.784313725,0.649408043
"R",2024-07-29,2024,211,0.5,491,879,0.558589306,0.462509295
"R",2024-07-29,2024,211,0.75,329,829,0.396863691,0.328601253
"R",2024-07-29,2024,211,1,150,516,0.290697674,0.240696295
"R",2024-07-29,2024,211,1.5,77,476,0.161764706,0.133940409
"R",2024-07-29,2024,211,2,35,466,0.075107296,0.062188485
"R",2024-07-29,2024,211,2.5,18,423,0.042553191,0.035233841
"R",2024-07-29,2024,211,3,11,421,0.026128266,0.02163408
"R",2024-07-29,2024,211,3.5,8,412,0.019417476,0.016077578
"R",2024-07-29,2024,211,4,5,409,0.012224939,0.010122191
"R",2024-07-29,2024,211,4.5,2,397,0.005037783,0.004171261
"L",2024-07-30,2024,212,0,1048,827,1.267230955,1
"L",2024-07-30,2024,212,0.25,841,825,1.019393939,0.804426324
"L",2024-07-30,2024,212,0.5,704,828,0.850241546,0.670944426
"L",2024-07-30,2024,212,0.75,605,831,0.728038508,0.574511303
"L",2024-07-30,2024,212,1,477,820,0.581707317,0.459038121
"L",2024-07-30,2024,212,1.5,352,737,0.47761194,0.376894155
"L",2024-07-30,2024,212,2,254,702,0.361823362,0.285522825
"L",2024-07-30,2024,212,2.5,181,722,0.250692521,0.197827018
"L",2024-07-30,2024,212,3,130,712,0.18258427,0.144081289
"L",2024-07-30,2024,212,3.5,99,733,0.135061392,0.106579934
"L",2024-07-30,2024,212,4,72,724,0.099447514,0.078476235
"L",2024-07-30,2024,212,4.5,54,749,0.072096128,0.056892651
"L",2024-07-30,2024,212,5,40,766,0.052219321,0.041207422
"L",2024-07-30,2024,212,5.5,31,765,0.040522876,0.031977498
"L",2024-07-30,2024,212,6,10,756,0.013227513,0.010438124
"L",2024-07-30,2024,212,6.5,6,726,0.008264463,0.006521671
"T",2024-07-31,2024,213,0,1210,967,1.251292658,1
"T",2024-07-31,2024,213,0.25,770,971,0.79299691,0.633742159
"T",2024-07-31,2024,213,0.5,510,933,0.546623794,0.43684728
"T",2024-07-31,2024,213,0.75,360,925,0.389189189,0.311029707
"T",2024-07-31,2024,213,1,230,942,0.244161359,0.195127301
"T",2024-07-31,2024,213,1.5,123,962,0.127858628,0.102181234
"T",2024-07-31,2024,213,2,58,923,0.06283857,0.050218923
"T",2024-07-31,2024,213,2.5,23,903,0.025470653,0.020355473
"T",2024-07-31,2024,213,3,6,922,0.006507592,0.005200696
"T",2024-07-31,2024,213,3.5,3,901,0.003329634,0.002660955
"R",2024-08-05,2024,218,0,809,592,1.366554054,1
"R",2024-08-05,2024,218,0.25,750,681,1.101321586,0.80591147
"R",2024-08-05,2024,218,0.5,293,465,0.630107527,0.461092282
"R",2024-08-05,2024,218,0.75,179,403,0.444168734,0.325028295
"R",2024-08-05,2024,218,1,129,369,0.349593496,0.255821199
"R",2024-08-05,2024,218,1.5,48.47,420,0.115404762,0.084449467
"R",2024-08-05,2024,218,2,19.61,363,0.054022039,0.039531578
"R",2024-08-05,2024,218,2.5,10.37,351,0.02954416,0.021619459
"R",2024-08-05,2024,218,3,4.6,346,0.013294798,0.009728702
"R",2024-08-05,2024,218,3.5,3.44,345,0.009971014,0.007296465
"L",2024-08-06,2024,219,0,1244,978,1.27198364,0.930796434
"L",2024-08-06,2024,219,0.25,906,1012,0.895256917,0.655120018
"L",2024-08-06,2024,219,0.5,874,1000,0.874,0.639564895
"L",2024-08-06,2024,219,0.75,722,1079,0.669138091,0.489653584
"L",2024-08-06,2024,219,1,568,1021,0.556317336,0.40709501
"L",2024-08-06,2024,219,1.5,438,1037,0.422372228,0.309078317
"L",2024-08-06,2024,219,2,288,1099,0.262056415,0.191764398
"L",2024-08-06,2024,219,2.5,219,1073,0.204100652,0.149354247
"L",2024-08-06,2024,219,3,153,1089,0.140495868,0.102810326
"L",2024-08-06,2024,219,3.5,103,1084,0.09501845,0.069531425
"L",2024-08-06,2024,219,4,79,1048,0.075381679,0.055161872
"L",2024-08-06,2024,219,4.5,56,1055,0.053080569,0.038842641
"L",2024-08-06,2024,219,5,46,1061,0.043355325,0.031726023
"L",2024-08-06,2024,219,5.5,30,1056,0.028409091,0.020788853
"L",2024-08-06,2024,219,6,24,1070,0.022429907,0.016413479
"L",2024-08-06,2024,219,6.5,15.9,1032,0.015406977,0.011274327
"L",2024-08-06,2024,219,7,8.9,1034,0.00860735,0.00629858
"T",2024-08-07,2024,220,0,174,163,1.067484663,1
"T",2024-08-07,2024,220,0.25,92,137,0.671532847,0.629079621
"T",2024-08-07,2024,220,0.5,62,128,0.484375,0.453753592
"T",2024-08-07,2024,220,0.75,50,148,0.337837838,0.316480273
"T",2024-08-07,2024,220,1,30,137,0.218978102,0.205134659
"T",2024-08-07,2024,220,1.5,17,140,0.121428571,0.113752053
"T",2024-08-07,2024,220,2,4.6,139,0.033093525,0.031001406
"T",2024-08-07,2024,220,2.5,3.5,136,0.025735294,0.02410835
"T",2024-08-07,2024,220,3,1.1,136,0.008088235,0.00757691
"R",2024-08-12,2024,225,0,1113,928,1.199353448,1
"R",2024-08-12,2024,225,0.25,840,946,0.88794926,0.740356616
"R",2024-08-12,2024,225,0.5,588,950,0.618947368,0.516067527
"R",2024-08-12,2024,225,0.75,444,953,0.465897167,0.388456937
"R",2024-08-12,2024,225,1,357,983,0.363173957,0.302808115
"R",2024-08-12,2024,225,1.5,196,999,0.196196196,0.163584969
"R",2024-08-12,2024,225,2,110,1005,0.109452736,0.091259784
"R",2024-08-12,2024,225,2.5,60,1029,0.058309038,0.048617059
"R",2024-08-12,2024,225,3,35,1024,0.034179688,0.028498428
"R",2024-08-12,2024,225,3.5,23,1021,0.022526934,0.018782565
"R",2024-08-12,2024,225,4,14,1012,0.013833992,0.011534541
"R",2024-08-12,2024,225,4.5,9,1014,0.00887574,0.007400437
"L",2024-08-13,2024,226,0,1148,824,1.393203883,1
"L",2024-08-13,2024,226,0.25,949,844,1.124407583,0.80706607
"L",2024-08-13,2024,226,0.5,760,852,0.892018779,0.64026435
"L",2024-08-13,2024,226,0.75,635,847,0.749704841,0.53811567
"L",2024-08-13,2024,226,1,536,841,0.637336504,0.457461045
"L",2024-08-13,2024,226,1.5,380,826,0.460048426,0.330208975
"L",2024-08-13,2024,226,2,271,814,0.332923833,0.238962751
"L",2024-08-13,2024,226,2.5,188,822,0.228710462,0.164161516
"L",2024-08-13,2024,226,3,132,813,0.162361624,0.116538308
"L",2024-08-13,2024,226,3.5,94,801,0.117353308,0.084232688
"L",2024-08-13,2024,226,4,62,826,0.075060533,0.053876201
"L",2024-08-13,2024,226,4.5,48,827,0.058041112,0.041660171
"L",2024-08-13,2024,226,5,35,826,0.042372881,0.030413985
"L",2024-08-13,2024,226,5.5,26,836,0.031100478,0.022322992
"L",2024-08-13,2024,226,6,20,835,0.023952096,0.017192097
"L",2024-08-13,2024,226,6.5,13,842,0.01543943,0.01108196
"L",2024-08-13,2024,226,7,5,842,0.005938242,0.004262292
"T",2024-08-14,2024,227,0,1108,858,1.291375291,1
"T",2024-08-14,2024,227,0.25,757,862,0.878190255,0.680042634
"T",2024-08-14,2024,227,0.5,444,847,0.52420307,0.405926204
"T",2024-08-14,2024,227,0.75,295,828,0.356280193,0.275892063
"T",2024-08-14,2024,227,1,213,865,0.246242775,0.190682582
"T",2024-08-14,2024,227,1.5,98,821,0.119366626,0.092433723
"T",2024-08-14,2024,227,2,40,799,0.050062578,0.03876687
"T",2024-08-14,2024,227,2.5,17,831,0.02045728,0.015841468
"T",2024-08-14,2024,227,3,8,865,0.009248555,0.007161787
"R",2024-08-19,2024,232,0,1046,833,1.255702281,1
"R",2024-08-19,2024,232,0.25,869,825,1.053333333,0.838840025
"R",2024-08-19,2024,232,0.5,557,825,0.675151515,0.537668463
"R",2024-08-19,2024,232,0.75,423,830,0.509638554,0.405859384
"R",2024-08-19,2024,232,1,319,859,0.371362049,0.295740523
"R",2024-08-19,2024,232,1.5,191,858,0.222610723,0.177279858
"R",2024-08-19,2024,232,2,108,889,0.121484814,0.096746511
"R",2024-08-19,2024,232,2.5,61,862,0.070765661,0.056355445
"R",2024-08-19,2024,232,3,42.5,894,0.04753915,0.037858616
"R",2024-08-19,2024,232,3.5,26.1,871,0.029965557,0.023863584
"R",2024-08-19,2024,232,4,16,879,0.018202503,0.014495875
"R",2024-08-19,2024,232,4.5,6.78,878,0.007722096,0.006149623
"L",2024-08-20,2024,233,0,1238,951,1.301787592,1
"L",2024-08-20,2024,233,0.25,1007,985,1.022335025,0.785331671
"L",2024-08-20,2024,233,0.5,808,993,0.813695871,0.625060399
"L",2024-08-20,2024,233,0.75,574,985,0.582741117,0.447646851
"L",2024-08-20,2024,233,1,522,1002,0.520958084,0.400186703
"L",2024-08-20,2024,233,1.5,397,980,0.405102041,0.311189048
"L",2024-08-20,2024,233,2,280,985,0.284263959,0.218364318
"L",2024-08-20,2024,233,2.5,191,1008,0.189484127,0.14555687
"L",2024-08-20,2024,233,3,128,974,0.131416838,0.10095106
"L",2024-08-20,2024,233,3.5,102,1028,0.09922179,0.076219646
"L",2024-08-20,2024,233,4,62,877,0.070695553,0.054306519
"L",2024-08-20,2024,233,4.5,50,1043,0.047938639,0.036825238
"L",2024-08-20,2024,233,5,36,1038,0.034682081,0.026641889
"L",2024-08-20,2024,233,5.5,26,1017,0.025565388,0.019638679
"L",2024-08-20,2024,233,6,17,1057,0.016083254,0.012354746
"L",2024-08-20,2024,233,6.5,14,1042,0.013435701,0.010320962
"L",2024-08-20,2024,233,7,2,1025,0.00195122,0.001498877
"T",2024-08-21,2024,234,0,1126,909,1.238723872,1
"T",2024-08-21,2024,234,0.25,813,883,0.920724802,0.743284942
"T",2024-08-21,2024,234,0.5,419,912,0.459429825,0.370889619
"T",2024-08-21,2024,234,0.75,284,912,0.311403509,0.251390577
"T",2024-08-21,2024,234,1,158,899,0.175750834,0.141880558
"T",2024-08-21,2024,234,1.5,100,794,0.125944584,0.101672848
"T",2024-08-21,2024,234,2,49,803,0.061021171,0.049261318
"T",2024-08-21,2024,234,2.5,18.5,809,0.022867738,0.018460723
"T",2024-08-21,2024,234,3,8,806,0.009925558,0.008012729
